source_ip,dest_ip,source_port,dest_port,protocol,timestamp,bytes_transferred,packets_sent,label
192.168.215.47,10.0.127.236,46069,541,UDP,2023-10-10 13:43:12.618434,1983,25,0
192.168.105.241,10.0.72.181,36076,545,ICMP,2023-10-10 13:54:07.623967,1270,97,0
192.168.241.212,10.0.44.60,32750,148,UDP,2023-10-10 13:50:33.629435,6075,68,0
192.168.183.254,10.0.183.117,2082,783,ICMP,2023-10-10 12:59:50.634876,7955,27,0
192.168.29.168,10.0.163.157,9148,367,ICMP,2023-10-10 13:12:53.640345,3349,35,0
192.168.244.29,10.0.118.177,17917,138,UDP,2023-10-10 13:40:13.645734,8362,2,0
192.168.197.83,10.0.45.36,1429,914,ICMP,2023-10-10 13:05:41.652146,780,33,0
192.168.68.241,10.0.6.114,17483,52,UDP,2023-10-10 13:56:06.657785,4589,41,0
192.168.42.55,10.0.217.205,15450,321,UDP,2023-10-10 13:28:18.663596,7587,23,0
192.168.245.213,10.0.214.42,22119,584,TCP,2023-10-10 13:28:48.669413,469,69,0
192.168.122.126,10.0.172.25,36918,569,TCP,2023-10-10 13:05:43.674809,25,38,0
192.168.204.133,10.0.216.35,32413,953,TCP,2023-10-10 13:28:15.680460,9430,51,0
192.168.224.39,10.0.55.225,16020,417,UDP,2023-10-10 13:58:15.685970,2123,74,0
192.168.220.242,10.0.99.165,30053,900,UDP,2023-10-10 13:16:36.691402,7263,30,0
192.168.158.80,10.0.37.19,32595,162,UDP,2023-10-10 13:11:22.697060,4576,12,0
192.168.151.158,10.0.233.231,3030,201,ICMP,2023-10-10 13:10:48.702517,1869,97,0
192.168.80.192,10.0.206.232,56617,703,UDP,2023-10-10 12:59:25.707979,4588,55,0
192.168.251.46,10.0.183.85,15255,173,TCP,2023-10-10 13:41:27.713424,6991,39,0
192.168.93.212,10.0.76.159,54096,142,ICMP,2023-10-10 13:37:55.718843,5001,12,0
192.168.105.207,10.0.25.98,14664,309,ICMP,2023-10-10 13:14:28.724249,6497,23,0
192.168.30.232,10.0.67.109,32067,206,ICMP,2023-10-10 13:47:43.729652,6390,54,0
192.168.106.87,10.0.3.202,51053,288,UDP,2023-10-10 13:56:23.735181,8294,22,0
192.168.102.32,10.0.203.117,15768,763,UDP,2023-10-10 13:11:47.740679,7399,8,0
192.168.189.221,10.0.181.246,37857,29,UDP,2023-10-10 13:34:41.746183,6916,54,0
192.168.35.23,10.0.117.236,43035,537,UDP,2023-10-10 13:14:36.751630,2780,39,0
192.168.97.44,10.0.185.157,59606,30,ICMP,2023-10-10 13:16:47.757036,48845,13,1
192.168.247.7,10.0.36.43,18541,703,TCP,2023-10-10 13:16:49.762473,10852,35,1
192.168.42.222,10.0.4.213,16655,786,ICMP,2023-10-10 13:21:23.767864,5907,18,0
192.168.40.80,10.0.64.248,8549,374,TCP,2023-10-10 13:08:37.773322,6576,60,0
192.168.76.229,10.0.68.14,64974,661,UDP,2023-10-10 13:03:22.778792,3779,21,0
192.168.191.71,10.0.191.1,44861,961,UDP,2023-10-10 13:56:58.784397,6775,38,0
192.168.164.29,10.0.26.2,52297,307,ICMP,2023-10-10 13:10:39.789822,9807,69,0
192.168.48.70,10.0.89.90,41707,580,UDP,2023-10-10 13:37:23.795319,4748,40,0
192.168.130.118,10.0.44.37,53906,57,ICMP,2023-10-10 13:39:40.800803,6943,90,0
192.168.35.218,10.0.73.170,43207,1001,ICMP,2023-10-10 13:18:02.806160,1977,94,0
192.168.233.164,10.0.120.211,56232,287,ICMP,2023-10-10 13:51:02.811538,9303,20,0
192.168.67.50,10.0.161.132,27223,992,TCP,2023-10-10 13:45:46.816928,7649,65,0
192.168.75.243,10.0.221.70,45985,818,TCP,2023-10-10 13:02:54.822324,8341,7,0
192.168.90.224,10.0.142.193,51537,692,UDP,2023-10-10 13:54:11.827919,5818,57,0
192.168.200.218,10.0.183.124,36153,1015,ICMP,2023-10-10 13:24:04.833309,7004,33,0
192.168.216.11,10.0.175.144,43448,374,ICMP,2023-10-10 13:27:07.838695,3117,15,0
192.168.217.43,10.0.11.251,28472,982,TCP,2023-10-10 13:24:03.844155,6856,26,0
192.168.45.188,10.0.168.241,36966,651,ICMP,2023-10-10 13:47:31.849581,3579,1,0
192.168.201.72,10.0.157.117,18000,336,ICMP,2023-10-10 12:59:45.855483,8778,37,0
192.168.250.93,10.0.167.140,48727,266,ICMP,2023-10-10 13:25:09.861145,7912,45,0
192.168.99.138,10.0.181.156,63101,977,ICMP,2023-10-10 13:39:22.867028,2048,94,0
192.168.67.179,10.0.251.61,2000,987,ICMP,2023-10-10 13:42:43.872954,5675,94,0
192.168.234.10,10.0.162.101,46253,179,ICMP,2023-10-10 13:28:17.878597,8447,7,0
192.168.104.44,10.0.175.90,21373,508,UDP,2023-10-10 13:41:21.884622,2929,82,0
192.168.126.133,10.0.46.102,6468,113,UDP,2023-10-10 13:02:54.890101,337,78,0
192.168.97.196,10.0.6.161,48455,890,UDP,2023-10-10 13:10:45.895693,9147,69,0
192.168.103.200,10.0.14.188,44578,403,ICMP,2023-10-10 13:29:01.901161,5694,42,0
192.168.137.98,10.0.239.13,15448,197,TCP,2023-10-10 13:16:42.906690,4862,66,0
192.168.76.163,10.0.233.229,34818,27,ICMP,2023-10-10 13:40:16.912097,6163,35,0
192.168.186.59,10.0.40.109,7169,904,ICMP,2023-10-10 13:18:05.917790,3631,10,0
192.168.246.56,10.0.86.231,3315,861,UDP,2023-10-10 13:40:38.923245,4405,11,0
192.168.139.154,10.0.104.239,24847,334,TCP,2023-10-10 13:42:27.928672,2144,38,0
192.168.137.243,10.0.252.248,31260,933,ICMP,2023-10-10 13:01:59.934081,5938,85,0
192.168.135.220,10.0.102.232,7581,870,ICMP,2023-10-10 13:27:14.939560,3116,43,0
192.168.89.176,10.0.82.127,13260,972,TCP,2023-10-10 13:08:41.945104,8834,96,0
192.168.242.36,10.0.153.103,39384,743,ICMP,2023-10-10 13:05:51.950419,6259,64,0
192.168.3.161,10.0.151.32,4294,902,ICMP,2023-10-10 13:28:55.956005,7967,37,0
192.168.74.254,10.0.143.32,63816,228,UDP,2023-10-10 13:21:12.986768,1704,34,0
192.168.30.67,10.0.240.182,11241,977,TCP,2023-10-10 13:37:57.992760,604,59,0
192.168.95.157,10.0.194.94,37308,640,ICMP,2023-10-10 13:35:49.998489,403,75,0
192.168.13.100,10.0.12.252,40200,249,ICMP,2023-10-10 13:45:31.004026,161,79,0
192.168.192.161,10.0.68.184,39738,447,ICMP,2023-10-10 13:56:26.009620,4074,8,0
192.168.244.123,10.0.199.103,51770,111,TCP,2023-10-10 13:47:55.015008,4029,79,0
192.168.210.21,10.0.7.11,2561,790,ICMP,2023-10-10 13:31:26.020682,290,15,0
192.168.109.18,10.0.173.211,52914,860,ICMP,2023-10-10 13:29:41.026106,1289,51,0
192.168.216.199,10.0.16.190,27257,184,UDP,2023-10-10 13:43:25.031696,18114,23,1
192.168.21.91,10.0.186.57,25760,277,ICMP,2023-10-10 13:11:53.037051,3254,90,0
192.168.63.235,10.0.154.22,23416,692,UDP,2023-10-10 13:17:55.042639,2263,3,0
192.168.82.198,10.0.121.234,52642,73,UDP,2023-10-10 13:20:50.048001,2113,92,0
192.168.150.180,10.0.43.30,8842,728,TCP,2023-10-10 13:07:45.053404,5403,64,0
192.168.253.19,10.0.123.25,41286,872,UDP,2023-10-10 13:51:14.059868,3941,76,0
192.168.149.172,10.0.67.199,48953,848,TCP,2023-10-10 13:43:46.065649,7807,14,0
192.168.87.10,10.0.175.61,64394,578,UDP,2023-10-10 13:17:38.071700,4736,33,0
192.168.252.25,10.0.187.45,57882,262,TCP,2023-10-10 13:34:54.077376,4246,43,0
192.168.213.104,10.0.207.230,45172,269,TCP,2023-10-10 13:40:44.083130,3040,37,0
192.168.204.106,10.0.97.13,61880,860,ICMP,2023-10-10 13:03:47.088568,2876,1,0
192.168.134.62,10.0.75.244,56793,627,ICMP,2023-10-10 13:52:44.094120,2866,29,0
192.168.42.42,10.0.34.29,28936,438,TCP,2023-10-10 13:29:29.099739,1705,100,0
192.168.187.166,10.0.249.20,10399,3,ICMP,2023-10-10 13:27:43.105260,3527,34,0
192.168.205.22,10.0.50.135,15952,784,UDP,2023-10-10 13:09:50.110750,464,2,0
192.168.63.146,10.0.80.246,62376,434,UDP,2023-10-10 13:18:57.116576,40524,19,1
192.168.90.130,10.0.89.51,35063,879,TCP,2023-10-10 13:36:15.121986,8982,25,0
192.168.40.177,10.0.214.115,53605,697,TCP,2023-10-10 13:17:30.127597,5183,1,0
192.168.41.215,10.0.253.211,21484,55,TCP,2023-10-10 13:36:33.132956,6551,46,0
192.168.137.222,10.0.234.241,30122,324,ICMP,2023-10-10 13:49:53.138629,2016,44,0
192.168.77.220,10.0.135.120,37389,715,ICMP,2023-10-10 13:58:12.144118,2834,78,0
192.168.225.241,10.0.27.162,8869,656,ICMP,2023-10-10 13:39:42.149582,8883,28,0
192.168.5.145,10.0.139.83,16695,1010,UDP,2023-10-10 13:32:54.155048,1657,99,0
192.168.79.9,10.0.213.246,7205,718,UDP,2023-10-10 13:21:15.160535,4791,13,0
192.168.246.185,10.0.237.21,5224,81,UDP,2023-10-10 13:41:14.165951,1976,1,0
192.168.152.232,10.0.173.129,4328,362,TCP,2023-10-10 13:28:02.171502,1637,85,0
192.168.75.20,10.0.78.156,60489,366,ICMP,2023-10-10 13:38:13.177070,5154,56,0
192.168.244.125,10.0.21.187,55602,836,UDP,2023-10-10 13:20:16.182577,36387,68,1
192.168.17.237,10.0.241.231,46882,741,ICMP,2023-10-10 13:05:11.188038,4079,22,0
192.168.35.140,10.0.25.241,38754,223,UDP,2023-10-10 13:25:14.193488,6458,60,0
192.168.191.2,10.0.156.216,20368,136,TCP,2023-10-10 12:59:16.198953,5963,10,0
192.168.213.2,10.0.110.117,55791,434,ICMP,2023-10-10 13:39:31.204484,669,72,0
192.168.130.227,10.0.210.57,16575,623,UDP,2023-10-10 13:47:43.210640,9885,95,0
192.168.197.146,10.0.187.209,45053,713,ICMP,2023-10-10 13:05:39.216349,9045,76,0
192.168.59.112,10.0.149.217,23047,35,ICMP,2023-10-10 13:20:23.221704,1511,56,0
192.168.174.118,10.0.189.164,27948,374,ICMP,2023-10-10 13:25:58.227129,7636,55,0
192.168.52.229,10.0.95.14,18085,234,ICMP,2023-10-10 13:04:23.232777,2500,29,0
192.168.103.92,10.0.159.57,6544,585,TCP,2023-10-10 13:14:10.238270,1276,97,0
192.168.105.186,10.0.177.103,36575,13,TCP,2023-10-10 13:51:40.243753,445,64,0
192.168.95.75,10.0.206.234,1370,426,UDP,2023-10-10 13:23:38.249304,5450,46,0
192.168.77.23,10.0.74.18,25917,579,ICMP,2023-10-10 13:08:38.255052,6772,12,0
192.168.153.135,10.0.29.186,4891,865,UDP,2023-10-10 13:23:36.260419,4121,52,0
192.168.36.213,10.0.118.137,3563,175,TCP,2023-10-10 13:49:49.266562,49,3,0
192.168.40.82,10.0.185.173,23887,851,ICMP,2023-10-10 13:19:38.272138,4709,22,0
192.168.186.171,10.0.18.133,1091,117,ICMP,2023-10-10 13:15:02.277610,2610,17,0
192.168.221.243,10.0.6.240,50361,553,TCP,2023-10-10 13:37:44.283307,8228,78,0
192.168.22.68,10.0.246.60,40924,269,ICMP,2023-10-10 13:01:35.288774,5949,41,0
192.168.85.35,10.0.4.105,21691,492,TCP,2023-10-10 13:58:02.296577,4578,56,0
192.168.130.12,10.0.158.4,52915,971,ICMP,2023-10-10 13:58:35.304273,1820,82,0
192.168.56.235,10.0.9.93,20985,460,ICMP,2023-10-10 13:18:20.311580,734,69,0
192.168.90.57,10.0.244.220,30450,640,UDP,2023-10-10 13:29:12.318863,9193,54,0
192.168.96.156,10.0.55.170,9843,394,TCP,2023-10-10 13:30:46.324707,1922,53,0
192.168.245.10,10.0.227.46,1771,485,ICMP,2023-10-10 13:32:28.330720,8976,56,0
192.168.4.111,10.0.232.238,17102,352,ICMP,2023-10-10 13:16:34.336338,6735,38,0
192.168.192.87,10.0.99.85,24213,158,UDP,2023-10-10 13:30:36.342176,9456,49,0
192.168.5.46,10.0.73.244,59335,440,TCP,2023-10-10 13:26:15.347875,7236,26,0
192.168.168.159,10.0.187.240,48298,440,ICMP,2023-10-10 13:30:06.353618,8052,64,0
192.168.193.228,10.0.188.125,41226,729,TCP,2023-10-10 13:23:40.359171,2611,78,0
192.168.129.196,10.0.105.123,57354,106,TCP,2023-10-10 13:33:35.365403,3401,30,0
192.168.11.205,10.0.32.104,1915,429,ICMP,2023-10-10 13:05:08.371178,6059,73,0
192.168.254.146,10.0.90.249,57992,694,UDP,2023-10-10 13:48:42.376815,9118,12,0
192.168.114.239,10.0.251.160,55334,778,UDP,2023-10-10 13:57:18.382460,8232,22,0
192.168.83.35,10.0.72.212,30749,615,ICMP,2023-10-10 13:23:04.388052,7434,43,0
192.168.173.217,10.0.167.207,34195,295,TCP,2023-10-10 13:25:58.393463,7639,24,0
192.168.185.73,10.0.187.154,40658,980,UDP,2023-10-10 13:52:25.399077,8860,92,0
192.168.93.64,10.0.103.82,39138,600,UDP,2023-10-10 13:22:53.404605,6593,15,0
192.168.129.3,10.0.88.112,25122,893,UDP,2023-10-10 13:31:40.410036,7774,75,0
192.168.104.4,10.0.36.94,27371,863,UDP,2023-10-10 13:56:28.415480,2292,74,0
192.168.211.189,10.0.32.245,57380,733,TCP,2023-10-10 13:49:05.421091,7381,38,0
192.168.215.111,10.0.62.235,62275,987,TCP,2023-10-10 13:55:04.426564,7689,79,0
192.168.6.149,10.0.11.234,48188,336,UDP,2023-10-10 13:05:22.432240,764,26,0
192.168.254.199,10.0.32.62,56118,444,ICMP,2023-10-10 13:04:07.437572,2742,91,0
192.168.15.221,10.0.165.8,30939,46,TCP,2023-10-10 13:16:58.443109,8440,41,0
192.168.220.45,10.0.62.99,52411,852,TCP,2023-10-10 13:18:22.448644,9791,78,0
192.168.55.235,10.0.142.187,37357,848,TCP,2023-10-10 13:18:51.454218,7545,71,0
192.168.42.154,10.0.220.4,23870,493,TCP,2023-10-10 13:14:21.459847,89,82,0
192.168.50.67,10.0.108.169,9041,563,ICMP,2023-10-10 13:26:59.465425,8165,2,0
192.168.173.110,10.0.137.40,13124,185,TCP,2023-10-10 13:57:41.471732,6556,34,0
192.168.213.61,10.0.233.43,31624,558,ICMP,2023-10-10 13:03:12.477507,5597,9,0
192.168.210.95,10.0.101.132,25435,918,UDP,2023-10-10 13:29:34.483090,2683,49,0
192.168.147.4,10.0.93.94,3735,959,ICMP,2023-10-10 13:39:43.488745,7186,25,0
192.168.76.36,10.0.104.212,45313,795,ICMP,2023-10-10 13:01:06.495355,4915,10,0
192.168.9.76,10.0.117.221,1422,646,TCP,2023-10-10 13:57:40.501441,2871,86,0
192.168.105.28,10.0.162.7,40835,219,TCP,2023-10-10 13:07:29.506998,2432,21,0
192.168.79.51,10.0.71.56,43200,626,TCP,2023-10-10 13:21:22.512681,2867,42,0
192.168.58.59,10.0.171.122,65361,656,ICMP,2023-10-10 13:25:11.518121,6878,6,0
192.168.129.104,10.0.106.46,60426,515,ICMP,2023-10-10 13:01:41.523660,7482,84,0
192.168.115.174,10.0.100.74,62714,704,TCP,2023-10-10 13:15:34.529123,9853,48,0
192.168.181.150,10.0.147.241,12535,584,ICMP,2023-10-10 13:15:40.534587,4278,9,0
192.168.181.132,10.0.38.127,16382,525,UDP,2023-10-10 13:50:42.540309,9917,78,0
192.168.219.3,10.0.29.251,3463,964,UDP,2023-10-10 13:47:06.545883,4354,41,0
192.168.234.214,10.0.242.133,45078,854,UDP,2023-10-10 13:42:29.551370,1277,10,0
192.168.54.63,10.0.158.133,38580,914,UDP,2023-10-10 13:55:55.556843,5528,86,0
192.168.130.187,10.0.249.181,6272,845,ICMP,2023-10-10 13:24:46.562401,5206,23,0
192.168.79.58,10.0.203.39,8638,677,UDP,2023-10-10 13:55:51.567799,2604,81,0
192.168.248.147,10.0.157.182,7880,983,TCP,2023-10-10 13:07:32.573263,8236,89,0
192.168.233.130,10.0.198.150,48024,19,UDP,2023-10-10 13:47:16.579001,1763,24,0
192.168.224.6,10.0.156.100,14798,6,ICMP,2023-10-10 13:30:25.584562,6142,40,0
192.168.184.120,10.0.223.38,49706,31,UDP,2023-10-10 13:39:17.590109,5864,71,0
192.168.250.191,10.0.77.54,25531,966,UDP,2023-10-10 13:25:37.595592,5293,5,0
192.168.233.149,10.0.211.23,42046,376,TCP,2023-10-10 13:39:23.601173,4967,70,0
192.168.3.52,10.0.163.71,25627,989,TCP,2023-10-10 13:49:42.606655,7541,30,0
192.168.212.142,10.0.192.172,57023,872,UDP,2023-10-10 13:49:17.612157,8870,27,0
192.168.243.246,10.0.172.11,26972,272,TCP,2023-10-10 13:25:35.617872,4118,53,0
192.168.239.236,10.0.17.101,18941,639,ICMP,2023-10-10 13:03:38.623337,4921,64,0
192.168.92.17,10.0.62.11,43360,96,ICMP,2023-10-10 13:31:56.628879,4690,63,0
192.168.191.165,10.0.74.27,47590,450,ICMP,2023-10-10 13:50:32.634422,4563,91,0
192.168.72.156,10.0.54.162,61594,767,ICMP,2023-10-10 13:52:09.639853,9313,8,0
192.168.215.87,10.0.208.155,34424,112,ICMP,2023-10-10 13:51:30.645344,1523,86,0
192.168.243.153,10.0.31.132,56913,168,UDP,2023-10-10 13:44:22.651023,6582,85,0
192.168.102.162,10.0.221.178,35627,18,ICMP,2023-10-10 13:58:38.656565,8910,63,0
192.168.181.198,10.0.73.226,3811,449,ICMP,2023-10-10 13:04:42.662205,9644,1,0
192.168.253.58,10.0.47.10,15548,999,TCP,2023-10-10 13:26:16.667746,36070,36,1
192.168.235.66,10.0.64.28,51819,154,TCP,2023-10-10 13:32:21.673149,223,81,0
192.168.251.11,10.0.86.171,12223,427,TCP,2023-10-10 13:30:22.679509,1448,12,0
192.168.174.150,10.0.73.120,10595,761,TCP,2023-10-10 13:02:26.685132,8358,20,0
192.168.63.97,10.0.106.249,45246,1019,ICMP,2023-10-10 13:30:54.690658,217,57,0
192.168.134.227,10.0.81.125,4257,968,UDP,2023-10-10 13:36:21.696348,2091,33,0
192.168.225.139,10.0.82.173,5599,763,TCP,2023-10-10 13:25:31.701799,8818,32,0
192.168.227.83,10.0.103.153,62272,548,TCP,2023-10-10 13:22:21.708029,25105,77,1
192.168.195.106,10.0.76.172,51274,394,TCP,2023-10-10 13:01:12.714139,2199,76,0
192.168.251.91,10.0.125.66,54018,649,TCP,2023-10-10 13:57:03.719921,2959,54,0
192.168.13.227,10.0.66.205,49351,375,UDP,2023-10-10 13:57:59.725513,7638,78,0
192.168.102.109,10.0.249.184,36313,286,ICMP,2023-10-10 13:22:40.731040,236,98,0
192.168.197.226,10.0.168.132,48481,257,TCP,2023-10-10 13:56:14.736818,6208,34,0
192.168.26.176,10.0.66.223,17209,696,TCP,2023-10-10 13:07:16.742372,5633,59,0
192.168.6.201,10.0.52.207,62290,716,UDP,2023-10-10 13:09:08.747867,6455,21,0
192.168.223.134,10.0.98.113,20319,872,UDP,2023-10-10 13:34:04.753499,5209,4,0
192.168.88.165,10.0.224.36,60674,946,ICMP,2023-10-10 13:43:21.758889,2329,17,0
192.168.31.160,10.0.43.163,4789,792,ICMP,2023-10-10 13:50:49.764575,9851,95,0
192.168.15.25,10.0.243.95,25623,850,UDP,2023-10-10 13:56:42.770003,1068,74,0
192.168.150.233,10.0.116.107,37066,921,ICMP,2023-10-10 13:09:37.775691,46353,55,1
192.168.39.140,10.0.173.98,58019,595,TCP,2023-10-10 13:04:58.781239,1887,66,0
192.168.22.94,10.0.69.150,64366,959,UDP,2023-10-10 13:39:22.786747,7120,43,0
192.168.121.113,10.0.103.94,5091,684,UDP,2023-10-10 13:07:53.792204,7269,71,0
192.168.154.76,10.0.139.237,46808,704,UDP,2023-10-10 13:30:18.797685,835,98,0
192.168.66.144,10.0.177.22,2261,886,ICMP,2023-10-10 13:06:12.803226,31882,84,1
192.168.97.72,10.0.118.126,31871,658,ICMP,2023-10-10 13:37:30.808583,2829,30,0
192.168.157.183,10.0.226.211,61189,363,ICMP,2023-10-10 13:41:10.814276,7676,37,0
192.168.206.31,10.0.100.176,3166,58,TCP,2023-10-10 13:55:46.819608,2376,41,0
192.168.97.79,10.0.221.10,48512,716,UDP,2023-10-10 13:02:05.825046,1283,98,0
192.168.225.171,10.0.160.106,65108,935,ICMP,2023-10-10 13:47:01.830546,5950,26,0
192.168.148.59,10.0.107.202,48640,323,ICMP,2023-10-10 13:29:11.835878,17,33,0
192.168.160.181,10.0.91.3,17849,194,ICMP,2023-10-10 13:15:00.841284,4591,85,0
192.168.12.61,10.0.98.142,32676,447,TCP,2023-10-10 13:29:11.846746,1489,23,0
192.168.41.226,10.0.132.123,15943,305,ICMP,2023-10-10 13:16:48.852386,3251,29,0
192.168.56.148,10.0.140.93,54084,255,TCP,2023-10-10 13:57:03.857790,9618,88,0
192.168.184.154,10.0.22.87,50211,913,UDP,2023-10-10 13:31:51.863201,7308,97,0
192.168.26.235,10.0.211.128,43795,185,ICMP,2023-10-10 13:18:06.868622,7268,41,0
192.168.146.46,10.0.175.69,41248,456,UDP,2023-10-10 13:37:37.874083,8427,49,0
192.168.14.186,10.0.226.206,20721,200,ICMP,2023-10-10 13:17:24.879481,1370,33,0
192.168.11.54,10.0.125.49,45272,932,TCP,2023-10-10 13:09:55.885772,3248,27,0
192.168.146.110,10.0.14.23,6115,63,TCP,2023-10-10 13:20:56.891534,1005,15,0
192.168.62.24,10.0.237.226,47382,285,ICMP,2023-10-10 13:25:44.896948,926,14,0
192.168.35.155,10.0.206.64,36872,655,TCP,2023-10-10 13:51:06.902669,15965,85,1
192.168.161.199,10.0.56.209,39822,390,UDP,2023-10-10 13:02:41.908662,8631,97,0
192.168.250.78,10.0.179.242,37956,259,UDP,2023-10-10 13:00:36.914557,9214,34,0
192.168.153.232,10.0.23.201,1111,921,UDP,2023-10-10 13:34:17.920222,8763,58,0
192.168.129.7,10.0.117.177,47837,69,TCP,2023-10-10 12:59:40.927277,4818,45,0
192.168.6.113,10.0.31.218,13166,1005,TCP,2023-10-10 13:29:43.934434,6149,47,0
192.168.250.177,10.0.51.249,6413,771,ICMP,2023-10-10 13:50:45.940990,1974,44,0
192.168.141.77,10.0.20.57,41416,385,UDP,2023-10-10 13:41:13.946787,1325,67,0
192.168.92.199,10.0.196.253,27866,791,ICMP,2023-10-10 13:37:59.952408,4482,19,0
192.168.209.201,10.0.115.80,1586,202,UDP,2023-10-10 13:04:07.957848,43844,94,1
192.168.16.100,10.0.72.65,13013,973,TCP,2023-10-10 13:49:32.963383,4411,21,0
192.168.118.29,10.0.223.29,44433,750,UDP,2023-10-10 13:55:52.968968,5440,94,0
192.168.168.220,10.0.51.5,3333,456,TCP,2023-10-10 13:54:54.974594,19316,93,1
192.168.183.99,10.0.200.241,38555,586,UDP,2023-10-10 13:03:16.980134,9079,62,0
192.168.101.162,10.0.240.245,33619,521,UDP,2023-10-10 13:43:41.985634,441,84,0
192.168.2.98,10.0.52.103,43930,328,UDP,2023-10-10 13:20:22.991102,1011,18,0
192.168.198.145,10.0.38.110,33077,584,UDP,2023-10-10 13:13:59.996548,7107,17,0
192.168.28.177,10.0.139.5,64483,344,UDP,2023-10-10 13:02:26.001965,8216,36,0
192.168.55.213,10.0.91.88,41952,285,TCP,2023-10-10 13:38:00.007439,1256,1,0
192.168.237.136,10.0.143.111,8307,906,UDP,2023-10-10 13:09:37.013113,9363,91,0
192.168.61.103,10.0.73.36,35203,438,ICMP,2023-10-10 13:08:12.018614,1695,7,0
192.168.216.194,10.0.164.252,7912,895,TCP,2023-10-10 13:14:22.024053,8657,71,0
192.168.240.223,10.0.237.106,10986,942,UDP,2023-10-10 13:02:57.029541,6978,56,0
192.168.195.84,10.0.242.16,45546,107,UDP,2023-10-10 13:14:45.035122,48787,18,1
192.168.12.74,10.0.57.60,42018,930,ICMP,2023-10-10 13:56:32.040460,7505,98,0
192.168.236.115,10.0.175.213,31484,315,ICMP,2023-10-10 13:28:07.046082,4695,55,0
192.168.153.250,10.0.254.119,59645,895,TCP,2023-10-10 13:07:52.051722,3341,26,0
192.168.253.224,10.0.27.84,45310,1005,UDP,2023-10-10 13:52:09.057239,5210,60,0
192.168.68.147,10.0.19.126,47404,462,ICMP,2023-10-10 13:17:14.062764,9203,12,0
192.168.252.223,10.0.168.83,63894,840,ICMP,2023-10-10 13:30:35.068260,5053,17,0
192.168.147.31,10.0.124.98,16272,741,UDP,2023-10-10 13:54:47.073793,36574,3,1
192.168.91.70,10.0.245.64,62791,679,ICMP,2023-10-10 13:13:16.079172,6327,95,0
192.168.69.226,10.0.20.191,16513,917,ICMP,2023-10-10 13:21:02.084621,45608,67,1
192.168.156.239,10.0.252.36,2136,472,UDP,2023-10-10 13:41:29.090836,959,68,0
192.168.81.90,10.0.31.25,32301,61,UDP,2023-10-10 13:12:31.096494,8375,42,0
192.168.185.55,10.0.184.74,47430,251,ICMP,2023-10-10 13:57:06.102171,9751,69,0
192.168.192.102,10.0.132.193,12525,691,ICMP,2023-10-10 13:00:31.108353,4677,9,0
192.168.15.41,10.0.135.11,39747,1018,ICMP,2023-10-10 13:12:11.114660,1004,21,0
192.168.149.33,10.0.23.185,37747,535,UDP,2023-10-10 13:15:46.120748,9950,18,0
192.168.152.219,10.0.189.67,2314,502,UDP,2023-10-10 13:45:22.126200,7938,80,0
192.168.130.153,10.0.251.13,2138,726,UDP,2023-10-10 13:54:21.132061,7958,17,0
192.168.125.244,10.0.218.58,42305,170,ICMP,2023-10-10 13:11:12.137456,8921,81,0
192.168.81.24,10.0.88.63,38065,933,UDP,2023-10-10 13:22:21.142949,9001,7,0
192.168.35.231,10.0.164.114,13477,564,UDP,2023-10-10 13:04:09.148423,4082,72,0
192.168.103.135,10.0.85.182,52234,450,TCP,2023-10-10 13:23:35.153877,3418,11,0
192.168.118.180,10.0.38.39,22271,891,TCP,2023-10-10 13:49:25.159427,4283,83,0
192.168.53.129,10.0.113.203,16919,24,UDP,2023-10-10 13:46:17.164872,5408,89,0
192.168.222.216,10.0.55.92,23446,396,UDP,2023-10-10 13:30:13.170465,9035,56,0
192.168.2.135,10.0.172.10,25069,449,UDP,2023-10-10 13:58:06.175913,289,94,0
192.168.21.75,10.0.137.230,39050,517,ICMP,2023-10-10 13:57:49.181371,6740,9,0
192.168.196.159,10.0.218.252,29921,697,ICMP,2023-10-10 13:23:24.186900,8646,10,0
192.168.250.169,10.0.60.50,3013,357,UDP,2023-10-10 13:18:14.192379,5863,37,0
192.168.64.47,10.0.59.9,37006,132,TCP,2023-10-10 13:00:20.197777,5898,15,0
192.168.168.174,10.0.188.210,22558,356,ICMP,2023-10-10 13:55:20.203402,3536,75,0
192.168.207.152,10.0.5.66,30974,132,UDP,2023-10-10 13:37:52.208958,2543,12,0
192.168.103.228,10.0.250.227,49013,971,UDP,2023-10-10 13:37:59.214422,2533,8,0
192.168.93.246,10.0.189.119,37385,55,UDP,2023-10-10 13:23:24.219890,8828,64,0
192.168.207.24,10.0.168.162,26394,619,UDP,2023-10-10 13:18:11.225326,6957,61,0
192.168.154.144,10.0.30.213,6382,146,ICMP,2023-10-10 13:02:02.230878,8507,3,0
192.168.134.180,10.0.27.127,7409,798,ICMP,2023-10-10 13:16:00.236196,2894,69,0
192.168.8.140,10.0.62.189,4518,867,UDP,2023-10-10 13:57:58.241580,4443,40,0
192.168.16.146,10.0.211.247,12003,405,UDP,2023-10-10 13:21:29.247260,8228,48,0
